"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ITC","EQ","16-May-2017","        277.95","        278.50","        284.30","        278.00","        283.00","        283.45","        280.93","   11204308","          3147583219.65","      98347","    8307567","         74.15"
"ITC","EQ","17-May-2017","        283.45","        284.10","        284.40","        279.25","        281.50","        281.65","        281.56","    8297700","          2336261277.95","      99107","    5924804","         71.40"
"ITC","EQ","18-May-2017","        281.65","        278.00","        281.05","        277.05","        277.65","        277.90","        278.49","    7924261","          2206821555.70","      47830","    5434449","         68.58"
"ITC","EQ","19-May-2017","        277.90","        282.25","        295.65","        281.95","        286.40","        286.20","        290.08","   35724128","         10362681116.95","     248579","   19137631","         53.57"
"ITC","EQ","22-May-2017","        286.20","        292.45","        304.80","        291.30","        303.00","        303.60","        299.75","   35939315","         10772810200.15","     250048","   17079600","         47.52"
"ITC","EQ","23-May-2017","        303.60","        301.90","        303.90","        298.25","        300.00","        300.15","        300.39","   19784738","          5943114459.75","     127039","   12142585","         61.37"
"ITC","EQ","24-May-2017","        300.15","        300.00","        301.95","        297.90","        300.10","        299.90","        299.95","    9457848","          2836836734.05","      87850","    6078221","         64.27"
"ITC","EQ","25-May-2017","        299.90","        300.00","        304.70","        295.35","        301.00","        300.05","        300.00","   22769975","          6830907928.00","     110127","   16464978","         72.31"
"ITC","EQ","26-May-2017","        300.05","        302.00","        313.80","        299.55","        306.10","        309.10","        305.48","   21742467","          6641979713.70","     155758","    8123024","         37.36"
"ITC","EQ","29-May-2017","        309.10","        304.00","        319.85","        303.50","        315.35","        315.85","        315.57","   19665146","          6205697176.35","     167423","    9323137","         47.41"
"ITC","EQ","30-May-2017","        315.85","        312.90","        315.20","        310.05","        311.50","        311.45","        311.96","    8547146","          2666364621.40","      72697","    5731236","         67.05"
"ITC","EQ","31-May-2017","        311.45","        311.45","        313.40","        307.00","        312.85","        311.80","        310.49","   12308066","          3821533004.05","     124108","    8403582","         68.28"
"ITC","EQ","01-Jun-2017","        311.80","        312.00","        316.75","        310.80","        315.00","        314.20","        315.10","    8253042","          2600519266.90","      91321","    4704937","         57.01"
"ITC","EQ","02-Jun-2017","        314.20","        316.10","        319.90","        315.20","        319.30","        319.20","        317.86","   11073749","          3519851647.60","      65848","    7008906","         63.29"
"ITC","EQ","05-Jun-2017","        319.20","        315.00","        318.25","        313.30","        317.50","        317.45","        316.83","    9482413","          3004339371.75","      69774","    6130621","         64.65"
"ITC","EQ","06-Jun-2017","        317.45","        317.50","        319.00","        309.30","        311.30","        311.05","        311.28","    9841205","          3063364368.45","      87515","    6116482","         62.15"
"ITC","EQ","07-Jun-2017","        311.05","        311.30","        314.75","        310.35","        311.70","        312.25","        313.15","   11534375","          3611978435.70","      91062","    8921486","         77.35"
"ITC","EQ","08-Jun-2017","        312.25","        313.00","        313.25","        309.40","        311.20","        311.60","        310.82","    7781415","          2418657430.65","     111593","    5953664","         76.51"
"ITC","EQ","09-Jun-2017","        311.60","        310.75","        312.60","        304.70","        305.70","        306.00","        307.40","   10065468","          3094129457.25","     103882","    5925048","         58.87"
"ITC","EQ","12-Jun-2017","        306.00","        307.00","        307.50","        302.50","        304.25","        304.40","        304.65","    6266299","          1909038216.40","      50916","    3786983","         60.43"
"ITC","EQ","13-Jun-2017","        304.40","        305.05","        306.00","        302.20","        305.10","        305.25","        304.21","    5107002","          1553584991.60","      69676","    3255923","         63.75"
"ITC","EQ","14-Jun-2017","        305.25","        304.95","        306.00","        299.15","        299.80","        299.85","        300.77","   14574048","          4383430595.65","      84216","   11919899","         81.79"
"ITC","EQ","15-Jun-2017","        299.85","        302.95","        302.95","        299.50","        302.55","        301.90","        300.84","    7427656","          2234554418.80","      68964","    4842397","         65.19"
"ITC","EQ","16-Jun-2017","        301.90","        302.50","        309.60","        302.50","        305.85","        306.80","        307.05","   12323676","          3784009935.95","      84898","    7897294","         64.08"
"ITC","EQ","19-Jun-2017","        306.80","        309.00","        311.85","        308.10","        310.55","        310.90","        310.30","    6982651","          2166703539.75","      54015","    4470906","         64.03"
"ITC","EQ","20-Jun-2017","        310.90","        312.00","        312.20","        308.10","        309.20","        308.70","        309.84","    8260929","          2559595433.90","     113970","    6339511","         76.74"
"ITC","EQ","21-Jun-2017","        308.70","        309.40","        311.00","        307.20","        309.25","        308.95","        309.27","    8279767","          2560643244.65","      91461","    5925969","         71.57"
"ITC","EQ","22-Jun-2017","        308.95","        308.65","        314.20","        308.20","        311.05","        311.30","        311.69","    8944754","          2787986034.25","      73644","    6438857","         71.98"
"ITC","EQ","23-Jun-2017","        311.30","        310.00","        312.90","        308.60","        311.00","        311.00","        310.55","    7176861","          2228781902.40","      63470","    4616954","         64.33"
"ITC","EQ","27-Jun-2017","        311.00","        311.75","        316.50","        311.00","        311.00","        312.35","        314.35","    9688675","          3045645111.80","      95422","    6274301","         64.76"
"ITC","EQ","28-Jun-2017","        312.35","        311.60","        311.60","        307.10","        308.80","        308.35","        309.54","    7919072","          2451289259.40","      73681","    5682654","         71.76"
"ITC","EQ","29-Jun-2017","        308.35","        309.10","        313.25","        308.60","        310.10","        311.60","        311.36","    9929212","          3091582802.55","     103758","    5996413","         60.39"
"ITC","EQ","30-Jun-2017","        311.60","        310.25","        324.70","        310.25","        323.00","        323.65","        319.24","   23196959","          7405476367.30","     158703","   14954488","         64.47"
"ITC","EQ","03-Jul-2017","        323.65","        346.00","        354.80","        340.30","        342.80","        342.50","        344.04","   47079622","         16197443020.55","     256499","   29320072","         62.28"
"ITC","EQ","04-Jul-2017","        342.50","        342.80","        343.45","        336.25","        337.95","        337.25","        338.75","   11232007","          3804852970.45","     166512","    6236260","         55.52"
"ITC","EQ","05-Jul-2017","        337.25","        337.25","        337.85","        330.25","        331.65","        331.05","        332.97","   11978317","          3988361466.60","     112629","    7968008","         66.52"
"ITC","EQ","06-Jul-2017","        331.05","        334.30","        338.75","        331.30","        337.10","        337.10","        336.17","   13429462","          4514575108.25","     122886","    8156576","         60.74"
"ITC","EQ","07-Jul-2017","        337.10","        338.00","        338.20","        333.05","        334.50","        334.30","        334.92","    9919790","          3322371033.00","      91378","    6752966","         68.08"
"ITC","EQ","10-Jul-2017","        334.30","        341.00","        367.70","        331.00","        333.00","        333.30","        333.45","    1427399","           475960047.05","      11885","     679722","         47.62"
"ITC","EQ","11-Jul-2017","        333.30","        335.00","        335.05","        330.00","        330.20","        330.40","        331.28","    8336685","          2761737745.90","      85756","    6032829","         72.36"
"ITC","EQ","12-Jul-2017","        330.40","        328.40","        333.60","        327.40","        329.80","        328.85","        329.19","   10249263","          3373964484.45","      90432","    7048111","         68.77"
"ITC","EQ","13-Jul-2017","        328.85","        332.00","        339.50","        331.00","        339.25","        338.75","        337.11","   17491942","          5896789821.85","     103161","    9981095","         57.06"
"ITC","EQ","14-Jul-2017","        338.75","        339.95","        339.95","        334.80","        337.75","        337.15","        336.10","    5586611","          1877636839.50","      56860","    3128407","         56.00"
"ITC","EQ","17-Jul-2017","        337.15","        335.00","        335.00","        320.70","        323.25","        325.15","        327.62","   20320210","          6657234816.55","     146553","   13791627","         67.87"
"ITC","EQ","18-Jul-2017","        325.15","        292.65","        292.65","        276.40","        284.70","        284.55","        284.65","  149479681","         42549916128.75","     667965","   86293484","         57.73"
"ITC","EQ","19-Jul-2017","        284.55","        287.80","        292.90","        286.20","        291.95","        291.45","        289.94","   39134264","         11346660824.55","     236758","   21472247","         54.87"
"ITC","EQ","20-Jul-2017","        291.45","        294.00","        294.90","        288.40","        290.00","        289.50","        290.93","   15306864","          4453157222.95","     108392","    9090923","         59.39"
"ITC","EQ","21-Jul-2017","        289.50","        291.50","        291.75","        286.55","        288.50","        288.90","        288.88","   13174402","          3805870262.75","     165530","    8691445","         65.97"
"ITC","EQ","24-Jul-2017","        288.90","        290.00","        295.35","        288.10","        293.15","        293.25","        293.22","   17794337","          5217696660.00","     163424","   10252886","         57.62"
"ITC","EQ","25-Jul-2017","        293.25","        295.00","        295.15","        290.85","        291.50","        291.40","        292.04","    9559657","          2791832311.70","     127952","    5998941","         62.75"
"ITC","EQ","26-Jul-2017","        291.40","        292.00","        294.25","        291.50","        293.40","        293.65","        293.02","    9209593","          2698603021.60","      88098","    6602067","         71.69"
"ITC","EQ","27-Jul-2017","        293.65","        294.70","        295.40","        286.75","        291.70","        288.55","        291.58","   18892800","          5508837342.00","     142759","   12349965","         65.37"
"ITC","EQ","28-Jul-2017","        288.55","        294.30","        294.75","        287.15","        290.35","        291.55","        290.47","   18494629","          5372055638.45","     139598","    9043199","         48.90"
"ITC","EQ","31-Jul-2017","        291.55","        289.50","        290.30","        284.50","        285.25","        285.25","        286.58","   21247233","          6089014371.70","     132459","   16092463","         75.74"
"ITC","EQ","01-Aug-2017","        285.25","        285.30","        288.55","        285.00","        287.75","        287.85","        286.75","   13542016","          3883160058.20","     133496","    9513051","         70.25"
"ITC","EQ","02-Aug-2017","        287.85","        289.80","        289.90","        284.30","        284.85","        285.45","        286.24","    9867353","          2824413115.15","      82892","    7222537","         73.20"
"ITC","EQ","03-Aug-2017","        285.45","        285.00","        285.40","        280.65","        280.90","        281.40","        283.07","   10199231","          2887112399.80","     104856","    7086515","         69.48"
"ITC","EQ","04-Aug-2017","        281.40","        280.40","        284.40","        279.65","        280.80","        280.75","        281.43","   11283020","          3175406996.85","      78050","    7158410","         63.44"
"ITC","EQ","07-Aug-2017","        280.75","        281.60","        283.00","        279.45","        279.50","        279.85","        280.86","    8451267","          2373593517.35","      66298","    5219501","         61.76"
"ITC","EQ","08-Aug-2017","        279.85","        280.10","        281.40","        273.50","        273.85","        274.15","        276.02","   12741118","          3516837493.65","     117461","    8503329","         66.74"
"ITC","EQ","09-Aug-2017","        274.15","        274.00","        275.40","        270.40","        272.55","        272.85","        272.65","    9910187","          2702006432.35","      70201","    5485297","         55.35"
"ITC","EQ","10-Aug-2017","        272.85","        272.65","        274.65","        270.75","        273.80","        273.10","        272.98","    9995867","          2728673744.65","     102482","    6646779","         66.50"
"ITC","EQ","11-Aug-2017","        273.10","        271.00","        274.45","        270.10","        271.20","        271.50","        272.06","   14409594","          3920292223.75","      91452","    9774474","         67.83"
"ITC","EQ","14-Aug-2017","        271.50","        274.40","        274.40","        270.50","        271.25","        271.25","        271.47","    9693041","          2631389882.55","      81588","    6712033","         69.25"
"ITC","EQ","16-Aug-2017","        271.25","        272.00","        281.75","        271.35","        279.20","        279.20","        277.34","   18692336","          5184177673.90","     122922","   11831832","         63.30"
"ITC","EQ","17-Aug-2017","        279.20","        281.85","        282.90","        277.90","        279.70","        280.00","        280.55","   13703999","          3844676878.30","     129985","    9203038","         67.16"
"ITC","EQ","18-Aug-2017","        280.00","        279.25","        284.00","        276.80","        281.05","        281.85","        281.65","   14869905","          4188073837.60","     117503","    8494153","         57.12"
"ITC","EQ","21-Aug-2017","        281.85","        282.35","        285.00","        280.95","        282.45","        281.60","        282.88","   13088154","          3702350270.10","      54743","    7392195","         56.48"
"ITC","EQ","22-Aug-2017","        281.60","        282.00","        285.00","        280.35","        283.00","        282.90","        283.68","   11956919","          3391879542.55","      72293","    6736004","         56.34"
"ITC","EQ","23-Aug-2017","        282.90","        283.50","        285.60","        281.60","        281.95","        282.55","        283.55","    8747634","          2480421265.05","      81183","    5057252","         57.81"
"ITC","EQ","24-Aug-2017","        282.55","        282.00","        283.50","        281.10","        281.50","        281.45","        282.11","   10819303","          3052199506.05","      58038","    7694681","         71.12"
