"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ITC","EQ","30-Sep-2016","        245.70","        245.65","        246.95","        240.50","        242.30","        241.35","        242.89","    9545123","          2318394691.60","      99395","    6808743","         71.33"
"ITC","EQ","03-Oct-2016","        241.35","        244.20","        244.20","        241.55","        241.95","        242.30","        242.76","    6465942","          1569673977.00","      94562","    4602086","         71.17"
"ITC","EQ","04-Oct-2016","        242.30","        243.00","        243.95","        240.35","        240.95","        241.20","        242.48","    7705953","          1868562599.70","      51722","    5885470","         76.38"
"ITC","EQ","05-Oct-2016","        241.20","        241.80","        243.25","        239.20","        240.60","        240.20","        241.06","    6230512","          1501929165.70","      51816","    3983915","         63.94"
"ITC","EQ","06-Oct-2016","        240.20","        242.00","        242.00","        235.65","        237.90","        237.40","        238.62","    8652862","          2064754718.95","      52149","    6145692","         71.02"
"ITC","EQ","07-Oct-2016","        237.40","        237.90","        240.25","        236.75","        238.75","        238.95","        238.79","    4010140","           957563542.10","      38770","    1981860","         49.42"
"ITC","EQ","10-Oct-2016","        238.95","        242.00","        242.60","        239.55","        240.95","        240.10","        240.76","    5046890","          1215068037.35","      27798","    3555972","         70.46"
"ITC","EQ","13-Oct-2016","        240.10","        240.10","        241.45","        236.95","        237.80","        238.95","        239.25","   10678038","          2554677247.60","      83651","    8398091","         78.65"
"ITC","EQ","14-Oct-2016","        238.95","        239.00","        240.50","        238.05","        240.30","        239.90","        239.72","    9223856","          2211116935.65","      77266","    6810089","         73.83"
"ITC","EQ","17-Oct-2016","        239.90","        239.90","        241.75","        238.50","        240.55","        240.60","        240.09","    6143393","          1474973052.40","      50882","    4502909","         73.30"
"ITC","EQ","18-Oct-2016","        240.60","        241.00","        246.55","        240.30","        245.20","        245.95","        243.87","   11780776","          2873021899.25","      53011","    8655554","         73.47"
"ITC","EQ","19-Oct-2016","        245.95","        245.65","        245.65","        238.40","        240.00","        239.45","        241.17","    8410637","          2028416865.80","      61015","    5509339","         65.50"
"ITC","EQ","20-Oct-2016","        239.45","        241.00","        241.35","        238.10","        239.10","        239.35","        239.23","    4402661","          1053254316.75","      56222","    2741190","         62.26"
"ITC","EQ","21-Oct-2016","        239.35","        239.00","        241.15","        238.75","        240.00","        240.15","        240.10","   10592011","          2543157737.95","      51879","    9414233","         88.88"
"ITC","EQ","24-Oct-2016","        240.15","        241.00","        242.00","        239.70","        241.55","        241.35","        240.53","    9575846","          2303284709.20","      32489","    7780531","         81.25"
"ITC","EQ","25-Oct-2016","        241.35","        242.90","        242.90","        238.15","        238.90","        238.75","        240.20","    5948249","          1428789510.55","      40695","    4436728","         74.59"
"ITC","EQ","26-Oct-2016","        238.75","        239.85","        242.50","        233.50","        238.90","        238.75","        238.02","   23931286","          5696019048.60","     181912","    9959612","         41.62"
"ITC","EQ","27-Oct-2016","        238.75","        241.20","        244.80","        239.65","        242.90","        243.10","        243.27","   15352545","          3734860837.70","     178690","   10684255","         69.59"
"ITC","EQ","28-Oct-2016","        243.10","        244.30","        244.30","        239.50","        242.90","        243.10","        242.12","    9315645","          2255541011.20","      59978","    6812255","         73.13"
"ITC","EQ","30-Oct-2016","        243.10","        244.00","        244.00","        241.00","        241.45","        241.65","        242.20","     629939","           152571908.25","       6702","     371580","         58.99"
"ITC","EQ","01-Nov-2016","        241.65","        242.80","        242.80","        239.15","        239.35","        239.95","        241.39","    5517915","          1331954750.40","      47207","    3953365","         71.65"
"ITC","EQ","02-Nov-2016","        239.95","        237.00","        238.95","        235.10","        237.20","        237.30","        237.49","    4687370","          1113223626.45","      45327","    2739789","         58.45"
"ITC","EQ","03-Nov-2016","        237.30","        237.05","        242.30","        236.00","        241.25","        240.30","        239.42","    8868972","          2123381144.90","      62124","    4159519","         46.90"
"ITC","EQ","04-Nov-2016","        240.30","        251.50","        256.40","        247.05","        247.85","        249.05","        251.29","   35263032","          8861358235.05","     172790","   19477710","         55.24"
"ITC","EQ","07-Nov-2016","        249.05","        253.80","        259.65","        247.00","        257.40","        256.50","        256.12","   24268097","          6215590127.10","     147543","   18653376","         76.86"
"ITC","EQ","08-Nov-2016","        256.50","        256.50","        257.40","        252.20","        255.80","        255.60","        254.37","    9935323","          2527285251.50","      72186","    7039780","         70.86"
"ITC","EQ","09-Nov-2016","        255.60","        239.15","        255.00","        238.55","        249.65","        248.15","        247.61","   23027306","          5701692731.65","     103178","   14265759","         61.95"
"ITC","EQ","10-Nov-2016","        248.15","        252.85","        253.00","        245.55","        251.00","        251.05","        250.14","   11567186","          2893428998.85","      69603","    7539284","         65.18"
"ITC","EQ","11-Nov-2016","        251.05","        248.00","        248.95","        241.00","        242.20","        242.95","        245.30","   12741988","          3125596335.95","      70315","    8520681","         66.87"
"ITC","EQ","15-Nov-2016","        242.95","        241.95","        246.90","        235.80","        235.80","        237.50","        241.46","   21196400","          5118138107.75","     167596","   15698235","         74.06"
"ITC","EQ","16-Nov-2016","        237.50","        237.95","        239.10","        228.05","        229.00","        230.90","        233.67","   30665889","          7165786445.00","     178132","   22226027","         72.48"
"ITC","EQ","17-Nov-2016","        230.90","        228.45","        234.00","        228.40","        230.60","        231.50","        231.33","    9283059","          2147455128.20","      93027","    5436805","         58.57"
"ITC","EQ","18-Nov-2016","        231.50","        230.00","        231.40","        227.10","        227.95","        227.85","        229.07","    8257422","          1891553668.15","      78429","    6083322","         73.67"
"ITC","EQ","21-Nov-2016","        227.85","        228.20","        228.60","        223.60","        225.00","        224.20","        225.08","    7585897","          1707450496.30","      75153","    5256570","         69.29"
"ITC","EQ","22-Nov-2016","        224.20","        225.00","        228.10","        223.50","        227.00","        226.10","        225.78","    9215388","          2080606089.75","      79082","    6587789","         71.49"
"ITC","EQ","23-Nov-2016","        226.10","        227.25","        227.80","        223.50","        225.10","        224.65","        224.99","   10322937","          2322576775.60","      78926","    8078930","         78.26"
"ITC","EQ","24-Nov-2016","        224.65","        225.00","        225.25","        222.10","        224.00","        223.50","        223.39","   18004034","          4021857122.10","     104173","   13502779","         75.00"
"ITC","EQ","25-Nov-2016","        223.50","        224.50","        230.45","        223.05","        228.00","        228.80","        227.53","    7597501","          1728688748.50","      51227","    5051833","         66.49"
"ITC","EQ","28-Nov-2016","        228.80","        228.40","        234.20","        227.30","        233.60","        233.70","        231.91","    9120749","          2115174339.00","      85769","    6757519","         74.09"
"ITC","EQ","29-Nov-2016","        233.70","        233.05","        235.65","        230.25","        231.30","        231.05","        232.85","    8613611","          2005645670.20","      50131","    6548233","         76.02"
"ITC","EQ","30-Nov-2016","        231.05","        232.00","        234.40","        229.15","        231.15","        232.50","        231.82","   11081186","          2568889756.25","      73473","    8300164","         74.90"
"ITC","EQ","01-Dec-2016","        232.50","        232.80","        235.00","        231.05","        233.45","        233.50","        233.43","    5160029","          1204484621.25","      71121","    3289020","         63.74"
"ITC","EQ","02-Dec-2016","        233.50","        233.00","        233.00","        228.00","        228.35","        228.50","        229.28","    8371200","          1919377569.45","      90720","    6094331","         72.80"
